id,role,riotId
LNJVXm3y9X6l9fStPltVce1ZqH0hkwIenNYn37w5XqCXbnSJA6EZ3xSZo2ClvlhciUN3LpvAb2kkBQ,JUNGLE,
M7Mr_Pc9iQt1z2VdPbzEx7Yg-_3rKeiL0H8BOcGAz8wiBcROseYsW7C9jNCLajrlUIRO3mqt5fg4Gw,MIDDLE,Sayn CHOKBAR 1
kO0iLfnIeUcEdEE9oTtS-9gJFxfl7mtuEjs9VWrElh3_F1ivh6xRP7uShaqVQwpZLsPgoygjo0YrIg,TOP,Ceyalaniener
LivuMw6KvNqVMl_VUuiDqBfxIQBrgyumyXvaLezB0ddzgy68mWkRHLjMSVmMYYBeID_zAbi3EsuKyQ,TOP,Geishu
Y0xHJ1jtfAhXo4y2_D4K0oBRl3fiHYUFCaN3jQD-SppxYyodV1Qo2nuL0AjyZwtdAqy7zHA0KXw-oQ,JUNGLE,andmelden
vY5HrLpkYDpn94pedBJnzwyU4wezKNHITAm4q8g-Dk9G4aHIe9arpqUEJi0mwtTycIxlCIOP2v-bRg,TOP,lolü sikmek
Piw0bQZhc9uLHXycwe0L-1n9D33hXdx3a4i2qWbEDFNeEd3eiMPylwvlIRTPhOFTMf3KjC5xuc8p6g,JUNGLE,Κaitο
HOTbgPJn99diNpT6uPltiTY9-qIhRDQFuq1aZfrjdUAP3HTXeiY3ZkU1W77soeuZuYLHKh9__MOFvQ,UTILITY,Bâtuuu
7GjWAwhuEF8rZlUS5mXMdfXwas96TmeJ7jDHqBxNFS8dsBXFJqR8kpPaSymkFFurUfJYhUkwlzcSSQ,JUNGLE,Κaitο
NF1Edatf-2GGt3sdb3XtKcfzFQL99DYKGrKDww3YkL3bXwBo6KPVUwJaQ_HwdLlw6ybDiATDaAnYrw,TOP,Diablox9
qJUk9Xn8oqRquW-gJ-i6IaarRWOq3R-pR5MbAHHj78kzPMN9aAwcwy9pEWQnNzNJePdae1QUXriEUQ,MIDDLE,nenad1v9
ViFSGdGQzdx8UW2TZJnfCrz3Wgah5JcsVNNwNH-Gj9oAfsVmO953kTHHTNlFLZ2RTk1srWObt65CCg,TOP,MadaoEloEnjoyer
-MRoQOn8tWbTG9nisupPOn6blpaEC3bUMvEKNfRZy6aTokJugIlSVW38fQvL_fRdNif3WXODPP3RrA,JUNGLE,Wavuhashi
d6AZ5uaFjoGi2c9omG2oWDFfMQB8AgUIaXTX3xniJRwfTYQ3mXwvoexqWkbNoSJfP1DsVb3Ba0o9Fw,MIDDLE,Αrven
5p1NF3jBy2QNQjsKmYdREiSxeEBrJP4V_DGekjaXxTAFUb1pnefWXU4OPnZEj2eSz7N-EBeY2HrFJQ,BOTTOM,Tomitch
cmBBvc0v-k0m7-dSDzdyjKSEAlBPZHoKZqYA0IC_05ZxpB44bNrpdnmWe0p-bKMXJwKx8wpu7gdzQg,UTILITY,Brother Luis
mL-bcfGxN5WGrjSmUqOiApHHzZ_C-50tyf9QZhkmGXwSc0ciRZLQhyFbvJ7QiF2MjsQ_XUkUafi76Q,TOP,LFT MAT
rjvmhASFLUBpmVTTXvbk-j6OK-5FKnk9SQh69VjBm8V7lelqGH8kbXHJUDFgJu1FdReRlUuY9kdQkw,JUNGLE,TwTv Ulbinus
RLwy6UvVKUEHPCLWBWmHQwFGispuvWCsnFk3qBPW3_NtRjSV-op4mJeNoWFmbBEYxEe1ungVYJB_qw,MIDDLE,nosmurfn0fun
0EbK8_guu50wTLJRzDYWUeef5y8F-Ihi_AP4MKhgF6dlgY7wBYkLUglLYr6BBM-3PEdP1PUQGcNx4A,TOP,Gruiku
xlFY45G0hETxZF-yPz1mSdXQ-n8XDwI5zlfjFGnTW7nIGRSeJUJCNxmFAHL3kx6oJICiGJFHaAv7uA,JUNGLE,DYN HUMMELU
GHjYMjGUK7s-sf7n_k7gd63XUB3p8YxM1jjsj0qgPouZYM4t1gMHqc9GxfNaUUAPNTtyr5dNqAkTLQ,TOP,LFT MAT
k127zGoUGrha1bJvNMUop6BSi7ATEXBDBqGLv9SdCBooYLvke9oGFf_TEwrVFlFMhfZE96g4XGUuwA,TOP,Aleteia
5GJsu7NyegFBWzBDX6fMGOEQvSiPpm9v1-Bn_bryT6p9el_k-QjCU1AA6iZ03kICpyot2cgtPu8EaQ,TOP,pale cali
jXBJpkLoppPLjV7HHopiTG6BvDCqhqn-_pqO_DHxi976hC8ZueGZR4G6R6BW9Sv0M4JXERYCft01BQ,TOP,weakside waldo
s8pBRo1RuYPt1BKXSI6138Ghdn2DuUWb1KvGpBxLug4LwNcaBUfAyPiRrqVqFQYSO3FQ4d2Y2S3mJw,TOP,Petoska
wPPf0satKPLC9alTEBMKuzwCimlJmrWTitOOVrNEcgMwR9v9nK2_y1iEriyJQlohl2q86GTLr3twfw,TOP,SwiTRaptoR
uioAi1NEC5Pg_SFEP6KYTSRIe5v5C-HI-4HHMqcy9QOAX9c_PI2X0rtEGoyvrOlrjzniWuqaDNw_Ig,JUNGLE,skc64
HZN_LMNvXocq6jRTxs3ppvaGfahsynTrC7FU8uYn-gpuExVil974QluWIl6X71fwZ900gx3-L57iZA,MIDDLE,ZoeDplayer
EUgOWp6-BtKdYhka1oQ3AXGuHdbpvIxTpKoJD7Chq2nkiX3m65oDureHyDXQvgMhYwpDvsp3K6NkBg,TOP,Tschaeng
U-C8QQWO4b2kGl853HBiC4PvZ8eFzsOCMvj1KJhaclSeB1cy5kNa-oxrvccVqTX-gix8onMDdaRgtA,TOP,Wesiust
1_mZ_TiVhpfMueqYPlh82rBxvJUNGl6k8ygQTx4ruyZaW1-EaKVK0GdIHsnRgupqMNCXw1Ax7tOt5w,JUNGLE,eyes diff
jmYTuX5PIYT9S5pFumwF3kiOIEmpNsALPYYEV1MOEIODdBepCFLjORQEUSfJbwpLrkEQBjpHF6yPng,MIDDLE,ISSE G
YizkvHIbKrAUqA1rY9cq3BEqskM9zr_zTTBvgJDoKQXZe_fR-XNWN0pNddbk8jRW0zdjgcp76YW1Ng,TOP,sparethelies
kEWZ-fysviX3TSL1IjdWiqtwMxiVFSZbDwaY2VuF622m1Jmh3mo6n4hewVaiWIf-KU0rA_WQXj_-Dg,TOP,HAYTEM
bLLp3JYXZqIogNAqejlnfg0L76nK_akZTkKh-Jb8diPS6zZ-Nj7UNUrHBfXqbckbs1XMlWJ-JL4amg,JUNGLE,Obsess
Y6xFERpnPyrt8hAj05VMgdhPwfSJ-cG5FwubARRcRM4tzjTTIli75PABV6KocsupYfA32sWCDziADQ,TOP,Spoodersussi
LolTCBmNTJ2jYpBsxiDikO1Ju1a-KsGoaYDAtuy4eQl_M82yqDNyoL_WRBxxpy3J58usDN5W7bb-zw,TOP,Kirei sama
f_CutvGOSV__QooKcGuyJpsdQHd4x23U16D19nl2GBcnp2AoyvJvPif4MqImFneNToaycY6Y0liZjQ,MIDDLE,a7dr
bVxkUTHHqHjcsQLedaGFrvOmE70eIHtl4-QNAdOM0aywG4-QCPpJfcf4htQpsAkmNEb2UUL3jz1Drg,TOP,
tLErpLBsFCXhAbiLnb7jsp_nYrLDlaGRZsHnpM67rRoUUUIME2BBh42zJxBvf7y8QF_kjF0f9Axdig,TOP,Gokkex
9rstECaX-1hQg2GFgoHq4BeHglWBawNaEiw8tYmLphmJ54jW3PtN793bXd09pzZBXZnz9m6unTO-AA,TOP,ColdShowerAbuser
uC6hoVwaNYY35yB4-Wrl5KyV-p_b4AmT0uO4JqGBbI51PcTmbfU4qnJWNNKtjSVEnBfvwmMqSpw-RA,TOP,choilot
i1zZsRIX1dRzUj3LHPxr1FrGlFp3Jua5LloNZS3q1Mr7qkmRMp_i95nOjJ8YEzK-5Kk49gnte30L7g,TOP,ArianaFillAcc
eQyfG2XBsk-kVxCtejor7OZnI5LifxwquTHurP1OUwcn9lsOlb67fMRWTThkApS7NnkYn06Q7hAMdw,TOP,Kings will be GM
62hQ8ZpQ1lXz5Aylk9hVeE_jVUatHc--8Lb-6Iv9qGMbX2Zfk6eHMciNyCxZOEYtUQvhYdpEvY12xQ,TOP,Drali ex machina
ORIFCb4qEmL4GWDp4qqMK1Y5dMMw5w_yigM5IAKhR4ifoja_Boo85Uk5ETiKflWnbJw0xQVHPkoClw,MIDDLE,CyroxD
b0MncgQvKFVBvQeMAeopuRtBI56_SQXHKTB4tBvD-0APg4MWb1cIFRt3_KCCJE4mrODgDOqvf1hG2A,JUNGLE,Dandοm
HETj6tWxWDHbuvfqUYrUwU2iTLzucFQ0ztESmmx4wN_M4RVOUOB0pZzCaZlaen_Pw7GQdDzfSOX2pQ,BOTTOM,Chaww
BSoE7sSLyU3Wd8ZcKG1Z5uWhe3z-XN53rvNw31ASs68cs8vM07L1maRrDOZDIXZrxeSjeNWWiBTINw,TOP,człowiek z gazu
bVx59IFD4ymXP6KEDfvPImDscpMcT48KFkix-qnr6Fa-uo0xZexMA5nZnFtb0ePwmAB2z4GoxSnEgw,TOP,Khireanne
wCY2yvXgVaRfTXnAGVmgjXiwK2hU0KktB560BQlXUELT4ixDJqkncvcT4mPyo01vaUKNv5jPdtVPBQ,TOP,TTV KERBEROS LOL
QgEFNENVZHTnGSEQPaWDFUNjUUTtP9wNhP8VEG4yhQ3YKLTkd9S5UuoNV1wHK33HEyw8AGT8tVHLFg,JUNGLE,T1 Mxe
o1S4r1me1vG9Wg_4g0n2c_yPuplolvRjs2JH2DHjLDEOPGBoOOEvCjkxk_KdgPgKEgTpMOOJhj28_A,TOP,tempigostyurcdsq
tdyAipliW4bJ1huHk5HKJWv7s4h9_zuh5f4NtmS0U9aB2KBm2VWHVavAiN6pDcSeoIf35tLMWOTftw,JUNGLE,B1lly Herrington
D-4iAzIjhVmVOH9euFUjeFo_E1B068lDGyqkfJw9WLswJ6fUDDmEyGypSdg8nlQ8bz5YUwd47a6yPg,MIDDLE,AloisNL
wonLpVp6AP-lOldv9mPNc02ManMQ4VH0MQR8y1PNjOG8E-GrpgkzWGhI941JuOVZrw-e5v_ZO6HDtw,TOP,Riihonen
TTpGGlTmltWJrk1MkHffsqTqUlQf6j3LDi3cnyDcpxJBeYd0qAkrA_gDBa5YDdjIOkap5DB3U4I9AA,TOP,Rvnei
YLjV9knoPwICkCcEda44tqGk78NkwBSFEgTw91J2v9JF_j5-Rde1CBEcF20kXsqOyfwVQu3HgBiKzw,TOP,Jojonet
F1vWO47qZ2AAdh-HN9x7_AAI5i70J2gTG9U_6omkRlvqtpN85YwY4fPiM458FO1xpbFbz2C6VCpE6A,JUNGLE,Shëun
6qMjdb_jgfjD5_EZUN-i-x2PXsg0k13qYovaA1bbKapkr_8_LP9o05HuA0m-cBOSOKEHLNB83IGF7A,MIDDLE,The Green Mile
PIY_P7vqf8WtSHmO_3u9Z46r1BIzQ9OXLkP6VdF2lTgWK3KPPE8dVKWHUvQHArJrgie38pZ3zMojfQ,TOP,LET ME COKE
gFnjwROotzL5L8fiLaVsAVw-0npc0W29_7y28bkdVeEZ5AjlOSSK1n341wiAvMpgim_MfGQGfP8AWA,TOP,
5W0usjsx5sSQ__FSmMzUuc28P5DI9fEVFaapLiEfNnOKJYdgkBiUUPv6hRCR632_ByNpPLAoenRArA,TOP,tempigostyurcdsq
X4e3o2R9B6zC-NuPFHgkb_bkuQhWqS0XIT8EN-tc9jOdjI5mqqAz7cz3cY2KzpCxh8GIXP-W7txFeg,TOP,Croptop
fUHsRxhu1GSlvNlhFh2kUVsrlf9Kvh8PAlfrYGHlWCe_1J_LjxbUXNyEFGpa_uHPvU28_JP9ETk1Cg,TOP,PooEyedCripple
9ri4UA21vXuMgMXOoqAzBRte3dGqw_iMJ4qRJYELCbVOL_fR98Gjkd3XUPf5-E6HP0UMDarFo37NhA,JUNGLE,indoor fish
_NZ8Fy6F0lGOWgBkrtxD5_rkFrxV7ek9Kp5HuF3llJ0NhbrR_S_3EVwHh5zc0vb7wbjn2ER2B4Hsrw,MIDDLE,WatchR
HVKZQ4XxuV-tUw_cZL-TMBvyE7dfos4_prEPBFOXd9vRw6g8Gw8WNpdGyD6vA0Wydb4wiIFa0ZhcOg,BOTTOM,Kevennethen
5la5r0ypXqhaPLGv-iYE0T7Mb7SFSgfU79XBy9kZhLQ9V7ChLXzHFrmmqAV9amMLpxpYyHHhShRRDw,TOP,Aleteia
KVUyCA4_6aDzduc6YMiPMGK__amJ5zyuKkYxAjZJQiEpoGlHG3upPZmMLgVwOEhldd2iFziL12Cmrg,TOP,Erling Gnarland
cOH40IrnInGTrAMrlOmd8PVlOy-9RF8jC_A7_VPTq8TjS4wtnfygsfO7GsBZeCLHb7dTF2Fwtr4gFg,TOP,Êrsin
0t4qrqt64PhJqkZln-fZ-oqXlf5EsVOmBiv_2zA29P90pm87z4Py-JTKSkLflZ8dpmdT6E0rLD6tog,JUNGLE,Karja 014
VRt62KOF_AT-4ylaJ1KdBuvZ6w4VEzfsAEeip8sin7RQ2quDYA-ehiQxu7qqAWcRnSzKEeJ8bPs4mQ,MIDDLE,nx1
I5x-AwNuxLFQdvwOe-gb3RGNHWx3HrqcdJOSyuEuOZFj8AcnDkAQRBuDEUDT67QHHIWqcdgIVHPVpg,TOP,Gengero
aDVxY1fqbwfzhTx6Z2ir-nMrkVDXa7ck_HuaecdVyK_IVBmaLbBXptnvAs23jKFpN5wriZepuKzZMw,TOP,CR7 secret acc 
yCkJ6_5PhjdCkePH7k9mG56UYQuZ4CotRJYaezx006oyDnb_kVbbFuUe_gska3u7ffVXHbLkE2mKiw,TOP,KEVIŃ LEVRONE
zRpFlCjZedc9pqLVvoM5TAyKs1zd2RhzvWhIwGZZfQg16Y1Rl8oa08s_wRFcTamssQn9-aE-DqGnEw,TOP,ÅOL ElvilEye
j8qWc2KguydOtwfsOguN2ZHMdSP2OrlbJc5yMyK7FMmFwrTuM7EhPRzFyD2IohUdVz2tJgNVaIWQ6w,TOP,fwuywef
Ym3k6Ilqkd0t_OFGWEKcl_bnR2j92bLO0cBCYUxGBw9qqGH6_2Hb8PaHWz_gQfOw5LN0uxIlqgf0eA,JUNGLE,LA GADJI PAQUETA
dzYDfX_M5bgBAUzOAv6wFJbrrj_pd7gatQOWJIWbMfDBlDs8-27_yt6cx8T_2r0YOk6dYKXlutBW0w,TOP,
yoSMgMiZGHwglbRrqMoU3TiWScy2XFNB9rH7dzCLAsATxNkQHdxecMazyN-Nt-kvHMSnRSuInMqaMQ,JUNGLE,DenSygeKamel69
mzwXLqpQRKWllTJHhRfaEBrylprHk14Fh11KdCkR171C4ZeXNx1xK0-Au4OpMhUvjPaOLB_QgfZByg,MIDDLE,RB Corvus
fZ2_v4lpte8u6r9nOffQyA7PQqSVa7wj6q0VumuQgshoJA5GdZWtxjDwNlzMm0ETMe2FC07KAXQ6Nw,TOP,Empy24
XcjFM13rDgHV8p467AvGXcUkL8TY103hft6GZiD37hi6Jq91Cz8t_HP-AtPpMQPtQXaoY7jW8shd3A,JUNGLE,Error18547
3CZtYqKG9-9II00jx1GOgPf5mcvJTQCfG3dStixFGB-57LCrF-RWlkdvnPSRt7_TfrtynPrL0ibm5A,TOP,Kings will be GM
4Hguij7H1IfIzRHBWBH3f6HyLnA3oVdpk9TMIoWNxqnIehw_SWSXuNBZFjmLbvK-kfem6UFKJvdxXw,JUNGLE,SD Rønin
xSNfKUy27ruDp6Lm-f5FFjNy550n2xNhchDiEfCGceEsNCyCESHzi8q8ub0PqHZCVVviZ0B5S9KKAg,MIDDLE,Macjei
cTVBihAGKIVj5pTCHfmWC0aAsURi0VMRY1XJFTa_PG1xPt2m4M72kqE7aZWxCySd6nx3aKbT8s3pRg,BOTTOM,B2U Dynova
YKh7a_AFwsRg8a6UtrJ-A2E1xD03xwbNHeQW6S_-vuHNhjWv4B3VeZn_CA3BDoCRCPf8OlmMBrtc4Q,UTILITY,B2U Wetter
t9SUZtZuXqN489mVt3wqECJTtPvNzJzkY3R0LApG3VWqc5a160Ft5dMdgqd8cXfSgISeV5MXYX_ApQ,TOP,Darkto
xqVEEThTClc7hMDx_PM8YlNYvV-w_ClYGyHJIPmE2hb0yngsO0c7O7iPyRi1jjvT_5Iz-MRixCnj0w,JUNGLE,Zubac
CUUdNk2QnSNBpwFSLLRAGNVHr1OMbR6Qu-TI7dhHzVBC1FLfnwyXA3IAGxfeXT7M_2nLITvmY_H2Wg,TOP,KoreanSoloLaner
a-f9xfyI4zBffZUT1xSYglnIJRd1GgWCEzYXylDhAkCwGDYoF6nz_rGxi24Qrukrj7FdrBga-0ymRg,JUNGLE,Zubac
V9em_Q1d1ci3OMfDSqcczVG-zK96oIvY3_geCcyEOXsHF2i1YE_FLaXYhRod4aHu_ZtA4mjK6NReaw,TOP,Khérian
jE5Y3ogXO6qhM3OcU5_Vx8sEUWgu3e9zcEBa6eoyjnhHoECS1FOPKifmfkkIqlgrqJgMzCDP9c2Nbg,MIDDLE,me love win 
PW_D04uyUl_KSGLSTkq_1QuA0YKT7FbYrvegDSSOTKQQCL4H4ovux4ZPqyNJHc-zyWL2sbuyS9cdaQ,TOP,Giattella
cS85yZa1HvUfe_khkNMmauXfHDiGSQPRKILN8-I5g8a619yA82Tf9tBpqyQT0caduxfhSNgl2e935Q,JUNGLE,wyushiajixiaolin
XXbKFZsG2QrjbDi9r0ZLk-TjrvkvzHEK6aKIR30bi-q5B7Z6sT31cO0jJZBet_FfpR3QU1JEWQaALQ,TOP,
J52Sm3hjkuKHZlfZi8_X4hUNisDmV7jKmYE3OkjA3R1mzmjsMPFdKbDkMj9NG2TOzOy-HdzaikikaQ,JUNGLE,Vγn3X
jeIqeZCfR0z2mN4LFXriPTxUHC_VYvFexX1BR9IYPWawekfidRRSZiTDj42yDMlZWai_lgTTgUt6pw,MIDDLE,
d7pV6BIwio9wfqxdFR8FM6LyGGM6xamNHfCQyNYqEgVzWxHS4Ftkq-LlgD3FA8losssay6VKjellqA,BOTTOM,Kakarot1
F5P5ABD-3cCLFYn5UqAibQayc9RImovNCDa3SAvA4teOIqgBS5pdXi8fPsK8f49J7Gm8suXnGzsBVA,TOP,Shourdy
Uef80fnYeRVuGGhNdsrxbDxE_8BSLlNrDRpEOW90pVJxupwp6zCNxujqj4duyZjLAqP5-4l9uDiTEg,TOP,Smurf Iron Lol
bUZqGOtkHepR9xdcgyFI-VgBFoPYMzgfohm8pPOhFOMLkERQeR9SXarF1rWcJy3Jie2hXghOTynfnQ,JUNGLE,IWSY
sILGd7rCc8bJDd6QgeY6fZD45zH84Wth4_t6-R2x0x1IC4tawW1LaTij-4pAVFYjrdzlhSj8_KSRqw,TOP,Cοrdis Die
N6G0ZkLQ62XgXI_fbj7B7FVeKfME81OwjYcwZlJkh0pdDqixGwX3IZjpZXNmVjW-BXO43NKrKZghBw,JUNGLE,Rabble Arouser
w6ZtasMA25w-o1cJxXh0_gpJCp37-19O2gjNWbAmfElACkeau9PS_uQeb98QT1Zz19u9PGU8jnc2KA,TOP,Gengero
Zvin5Eb264FcUEMDAjize6mziZAmubxDtKQVzQLqj1PleClvbZDSfiKJiI6XhAHNwqXJyrh8e7TTMA,TOP,gostozinho
ch7CGnTa4EokIpcTtf5lHlROppashvZA-DbngUlyGNM5D2lrkVmlIzB4Fj66aIvBHpmiCQzhn7hPwQ,TOP,Gengero
BBIfpT5kaKI_RttC-PlM_mgpXs8oSIBaNc79eUJMqgQX5YW97ll0EO0MJczRVExaB5RvDjh0BYvZ3Q,TOP,Zyehamya 
POR54wo_ULWVE0YDCBZrivWDncOLu1vqEDpPT-GckSqGmgY4dLtNNwV1_QOjbwSc5Cc_CikLiyINgA,JUNGLE,
1snrPjdTYxCRzWvhl8lzUJLARr928uMIHN4jSHfk5KYFdW_4LDZkp5XxlE-k51IBohopu6OXCGLZ0Q,TOP,chopper lover
P3wgoYbGyJxwvP9-mbfNWKe8IpSkDdl_OEKYIkUF4F3hagNFr8raHsUy0b7Af_fwba9XBko1eXiHKA,TOP,
cEBFqz_LzhPHb_YG4DxUS1Ow-fq5DU7yV91DZueLxojV61sQd0YO3KwrfQ4zDuHbfAvpIO044nnpZQ,JUNGLE,KOSHARY HECARIM
3s-pme0-RZJw9NmymWDe4UYoNzCbD474m3M03ZxTg4cV31PtRKwLxFMYKJYsj-C0ExPyDgiw1QXGYA,BOTTOM,EkkoSuna
cT2ashgYdDD-FkBrhhJ4_D5-7RLRVNJ34CLlq3BoEIrzuyTtKwPIgfqXVcJjXcAn7nMsiS_Cgk2MVQ,TOP,normie is ok
X8YJSoK0e-5LVSSkQ7rNOw0bzUrgEbs_ZAHXf0BditFZuPDPAyrsPVwXfJ2wPrWTp8rIvRKd3JsosQ,TOP,Bueflmray
eLJWU948QxKo5NzDnbe-BK5WDT-ZQpHWLM9BEHbMuZfsgwdJ7P6Qz7jMP5bbYYfcpJC5yjuoEdQyXA,JUNGLE,128Prominence
gXVxUj2iheYYGIRrdDfJ--SLoc9-PM8CVnbaSyoY4eplcmtPm-3P2xyraSY4q-js2Ob26B_ZXN_6Ug,TOP,Holger Brettel
KhNSATIkE_eU9-hyXFtZGKRwvgjbU-kwPsfK8MdP9l4xXySK0VFjhBKo6f-GonbxtDZEaxlJJLQVFQ,TOP,
eMTCzufssxc1S1Opc-Nvy9jwxYDkg_tQEmwN91B5sVsrhDQioUOxy1cHdwZw9DnymS3t30qjFG76eA,JUNGLE,D1versé
AQzjcA-ajg7jz4MnCoUQaTBQlWdWnxcabIufJUWNJrl-GiXP8PPV5o3faBnDixCj8q-4p83zaQaM4A,TOP,Kimchi SUP
6_Jh-uLspvInlAK4ohSeFKfYrBu7IO1FtHRGYIIRMzx94ngdaQS3udB6-8FsgLrJ5_wQs_dbmoK7iw,TOP,Plαnk
YfbXbXVY22e-oMkk1QCxDDpkxXlFjrFMYKuQTIC13VaTtcwEwPewqCptfcNDEFd3BRmR4NlNHzbYEQ,TOP,Scarfaceee
wYO6GHBkr9KhCWcKEnrSTOet8yb06SFo3jPxC1vOYM2AaqbSyvy-V0g7t6P6tegc3n-r6Ds1JXazEA,TOP,septico1
7yGKzfLWrxfX1zlLa41usUjIJlG4pXvDX2WFQ7fkbu3RYPl13deEmwzND8bC9hD7ymh5YgkF237tVA,TOP,Se Jong x Suzy
xRAJd8TW0JGEUM94xD1Ic-6XP53YhWMocEraWBPS4VN_56TEB7qkU42EGDxlPWZEt8IIIwr-MdhI_w,TOP,Nugurisfriend
if99Ks4xHtwPZlJZ_McConPPrj506dRn_I0CP_JleEEzwwyXlK5RFeHx97CXVvtaAqD4Ke_oUWduxA,TOP,NanahiraLover
PdfMFrWEHedLwXqJvOzcQrycQXQwmmyovTriIa3MddWd8oGtDH1iCAQV3UuDMm0tYyVNpKU25IRAig,TOP,NanahiraLover
32FeD9b-okslHL9QPp8hoxbmPfetMgU_cb5T9KYX2QHl9goOESqdTXpbI1VYDOEMIT5Nk2LaI7JaDg,TOP,Sulek Sam
uPidLQowFvsJ-ADpDC10N7Sqj-Ub0YOkOd243tkYQIGX4K1sjLiDJ0tr8oKZ_jqSvrcdU3yw83bXJA,TOP,men fouˆˆ
LVgqEoSAvG2HH2esZJTl2o-emZJZ1OvqFw5E1_JToqmmCSQhPPaBXYeNs2bUVTUdgPwxGa0JsxkEhg,TOP,Cοrdis Die
V6RM-YIOKBW6e5p4ELVWnV8gLpqZv_hBPNRlV-kXEtWlKVNbhm5cxKVL9qYhlV2r5Zm435g8bGjHXQ,TOP,Sakuragineverdie
2KUsLAZe-7EhXt9SDXSMpkcpE2ZpbsWncTPyZhmEwQbStkIB9Zh-2j6brxNXguL_dAQYtahb7pWlNw,JUNGLE,
vPEAcwKOfzl32OI2vl_2Jr6hg8yxG8kWypJYW_Y1CMh39HyGfzngVYTERtTAk-47hrtdDEMUPMUQGg,TOP,SatØrius
LvU8EpG1fPFi9L4KyjIeP5qJcJtgjA0ZF60jZIG09DZl6B-7MvCKrADTWrU-aom28KguHJOk0gJS0Q,JUNGLE,IntoDaJungle
cOE8h6HgToaS3UYU43S2N64kmT-xf4EaHS_53DpkiEnWbyZL_wZcOyiqKXKggA7zEMJii6ftA4EtfA,TOP,KEVIŃ LEVRONE
FRnIj1NlOlkEg_uBC8xIdpI3eU_pmFqbZcgA4tw1iD3XEBpnrkljqV4sjaJJmITrMQbgJeTOu2dMJw,TOP,Izio
HOVMSg3oioKUh_HeesftU0cYX3OM_MyQ_7OggL4JqTyZsJx5n2Lz3qxk_NBQjSNfC5tnHDvU7gynSg,TOP,Don Noway
6x6iAc3QrK1_3hg4lietkuFBqppXCO03wpdNVNzDlxAfU6kuHu9xHijUFpifHdWUKbd5mPFClAFFEA,TOP,Return of Raider
HrKewVW_fd_O4M6Q8dPdbeDZSmh8HVA4lCfXIOibMGiR5wgxEGZNKy7OyWBAOilwyjaeQtXx5slPuw,TOP,15 02 2022
SAWMQW8e6bndYRrFPyw0UA-CTSDpDKlOPu95Dl7JP6bN0GPwPR-rhCIWwyXciBFnHUpIU16Migi3LQ,TOP,TPR Sündiger
EpZDhpDODRIWcq1jfRT-0ye8V_yP4vjjZBBDl7HdmwAsysdf0RqJOOjZqZ2fEd2CL2jVJRwF7sWDtQ,JUNGLE,sikeras
m4Pespffzi8ZK0PwK-RIgWQM1S7_7ErHgHWo_9Sp_F6fkCg8yoyY4y3tx5xJhUWx9fsbMgJcxQJBJg,TOP,MEGAZORD XERSUS7
Y-vrEJEJ4LpFkPW8i0Dd83GmkybJ8cYiiihq9P14OW1arkZToVyTmr8vpYc-8RW3Nyzwqxgu1ViSjw,TOP,Kulvas00
GZaDPPqq_txpad1FsuqV77W-68iRf2X2IZXposx6yQIRyd22KOzhI_isutIjnQZzS-qJuhOBVHYBYA,TOP,Petoska
OsT4DqlyRJNr-Xk3ncxbQMVzBk22Pdtq6Si_e8bdU01i_0g5CS2mXzXPrtifu7kYsvmypMhsrNBN8A,TOP,Gokkex
ibAmqXjedoPq1uzcstr0i31yOrI0vkZXxwq2I0jp0RXLqKukUPhtYjwv6gsjKj-2AE8TOKygv21g5A,TOP,DeadhoundC
-kxIHBuXjfo4-QCrcIDZ4FZTsmhWDY8xE6PM-0KV12zjW8TR_d0koEmexBfXS8_VGpdIyWp1ZqHo2g,JUNGLE,KURBAX
JlcOA6kZRcQub8J1DZZKid_L6_X1BuJ32opJ_yScY2dtn5_m0p53K_LQsBZtdE63ZMBRfzMdy4ANRg,MIDDLE,VAEII
prC2AEi2pwE7AnPT9yixBsaF0aiXFISi1h5Y6JkN0eCeRXiBYMdhFINxD9QwMKjaFepO4iDRDj6Ajg,BOTTOM,Clopium
0t2FB_5XU2yxTsZKNOGIbLFgftxDAjGDscMByflg_bvfmNvA7UZGYrMlbkjTzcjMAVHZj6J55gY7zg,UTILITY,Piss Màn
MHXrYsFVnIFbNlJxnBl0YapkOHt8TuNSdF3VnNduvptW-Vx5NeMEh3-d9XQ6ykefZhLddluqLuAHYg,BOTTOM,Mr Zhang Yong
_NoHPKsE4RUJPZbojcUif9FrrdYVAajA32H5aT5SRSTlJsf8A1NkFvFimjXwDTvbb2MD8YZc6Twv1w,TOP,TB87
OJYon9LFtWhsKLPqZBDHTi8D6Mk8KE_c1kjXfGIxrZWyHkb3AuXwoFTxNogFReLfCqQDoorSjynegw,TOP,QloTrGeSdV
BbMI_bNpg8Y-S7lhTciAHH0B_UV21AkheN2K30O9n3t-UA-aKO4JJHwkhCjyNAPq_B0nbVBvGlSkqA,TOP,Top lose again
xmIH0zv1kTpELmXpphxVTQfw53GiN2wnv0d9gu_0FbyQnbdXJOm2lfePtUbZsU7v9y5ziOsdm6sMPQ,JUNGLE,Gemer
GUBD7WfiPwPivRrj-QEG8HLGcZgz0ESHZAr_Jhriki3SNfW02mZgh0DNtSYcJTYX_IeAubgN6Dl_1Q,MIDDLE,wraithix
