Overtaker,Overtakee,Weight
Hamilton,Barrichello,3
Hamilton,Kovalainen,1
Alonso,Massa,2
Heidfeld,Kubica,1
Alonso,Webber,1
Vettel,Liuzzi,1
Button,Sutil,1
Trulli,Yamamoto,1
Button,Vettel,2
Trulli,Vettel,1
Sato,Yamamoto,2
Trulli,Button,2
Button,Barrichello,1
Button,Schumacher,1
Button,Coulthard,1
Button,Davidson,1
Button,Liuzzi,1
Trulli,Barrichello,1
Schumacher,Sato,3
Liuzzi,Sato,1
Sutil,Sato,1
Yamamoto,Sato,1
Button,Rosberg,2
Davidson,Fisichella,1
Yamamoto,Sutil,1
Sutil,Yamamoto,2
Trulli,Wurz,1
Rosberg,Button,2
Hamilton,Raikkonen,1
Kubica,Rosberg,2
Kubica,Button,1
Sutil,Liuzzi,2
Webber,Kovalainen,1
Kubica,Coulthard,1
Kubica,Trulli,1
Sutil,Button,2
Vettel,Barrichello,1
Heidfeld,Kovalainen,1
Sato,Barrichello,2
Kubica,Kovalainen,2
Wurz,Davidson,2
Yamamoto,Wurz,1
Vettel,Webber,1
Vettel,Button,2
Webber,Button,1
Fisichella,Heidfeld,1
Kovalainen,Kubica,1
Kubica,Heidfeld,3
Coulthard,Heidfeld,1
Sutil,Schumacher,1
Raikkonen,Yamamoto,1
Sutil,Heidfeld,1
Liuzzi,Yamamoto,2
Sato,Rosberg,1
Raikkonen,Davidson,1
Raikkonen,Schumacher,1
Rosberg,Yamamoto,1
Raikkonen,Sutil,1
Liuzzi,Davidson,1
Rosberg,Liuzzi,1
Liuzzi,Rosberg,1
Schumacher,Trulli,1
Massa,Yamamoto,1
Kubica,Hamilton,1
Liuzzi,Sutil,3
Rosberg,Sutil,1
Fisichella,Hamilton,1
Coulthard,Hamilton,1
Barrichello,Yamamoto,2
Yamamoto,Barrichello,1
Massa,Sutil,1
Schumacher,Yamamoto,2
Raikkonen,Fisichella,1
Liuzzi,Button,1
Raikkonen,Coulthard,1
Kubica,Massa,3
Schumacher,Davidson,1
Schumacher,Sutil,1
Barrichello,Sutil,1
Davidson,Yamamoto,1
Liuzzi,Heidfeld,1
Rosberg,Fisichella,1
Barrichello,Davidson,1
Kubica,Webber,2
Schumacher,Fisichella,1
Vettel,Kovalainen,1
Rosberg,Sato,1
Wurz,Sato,1
Fisichella,Sato,1
Schumacher,Wurz,1
Schumacher,Button,1
Schumacher,Kovalainen,1
Schumacher,Rosberg,1
Liuzzi,Massa,1
Fisichella,Rosberg,1
Kovalainen,Rosberg,1
Raikkonen,Hamilton,1
Fisichella,Coulthard,1
Kovalainen,Webber,1
Nakajima,Davidson,1
Hamilton,Heidfeld,1
Hamilton,Sutil,1
Nakajima,Sato,2
Sato,Nakajima,1
Hamilton,Sato,1
Hamilton,Davidson,1
Hamilton,Schumacher,1
Hamilton,Nakajima,1
Kubica,Alonso,1
Hamilton,Vettel,1
Hamilton,Coulthard,1
Rosberg,Heidfeld,1
Nakajima,Coulthard,1
Rosberg,Kubica,1
