Overtaker,Overtakee,Weight
Baumgartner,Heidfeld,1
Schumacher,Trulli,2
Pizzonia,Montoya,1
Zonta,Trulli,2
Button,Fisichella,1
Klien,Panis,1
Button,Raikkonen,1
Webber,Zonta,2
Bruni,Zonta,1
Schumacher,Pantano,1
Fisichella,Zonta,1
Coulthard,Zonta,1
Coulthard,Schumacher,1
Pizzonia,Baumgartner,1
Pizzonia,Heidfeld,1
Schumacher,Zonta,1
Alonso,Barrichello,1
Schumacher,Coulthard,2
Coulthard,Bruni,2
Schumacher,Bruni,2
Pizzonia,Zonta,1
Pizzonia,Bruni,1
Pizzonia,Pantano,1
Klien,Trulli,1
Pizzonia,Coulthard,1
Zonta,Coulthard,1
Pantano,Bruni,1
Schumacher,Fisichella,2
Pizzonia,Fisichella,1
Pizzonia,Barrichello,1
Schumacher,Alonso,1
Schumacher,Webber,1
Pizzonia,Webber,1
Fisichella,Webber,2
Alonso,Pizzonia,1
Pizzonia,Alonso,1
Sato,Montoya,1
Fisichella,Montoya,2
Schumacher,Sato,1
Schumacher,Button,1
Button,Massa,2
Panis,Glock,1
Schumacher,Baumgartner,1
Fisichella,Massa,1
Coulthard,Massa,2
Schumacher,Glock,2
Zonta,Massa,1
Montoya,Villeneuve,1
Villeneuve,Montoya,1
Schumacher,Klien,3
Schumacher,Heidfeld,1
Schumacher,R.Schumacher,1
Fisichella,Alonso,2
Schumacher,Villeneuve,1
Panis,Barrichello,1
Fisichella,Villeneuve,2
Massa,Glock,1
Barrichello,Panis,1
Alonso,Villeneuve,1
Montoya,Raikkonen,2
Sato,Villeneuve,1
Trulli,Klien,1
Alonso,Trulli,2
Trulli,Alonso,1
Barrichello,Webber,1
Trulli,Montoya,1
Barrichello,Montoya,1
Massa,Villeneuve,2
Massa,Trulli,1
Massa,Button,2
Klien,Schumacher,1
Bruni,Alonso,1
Bruni,Villeneuve,1
Fisichella,Coulthard,1
Bruni,Coulthard,1
Sato,Button,1
R.Schumacher,Button,1
Alonso,Bruni,1
Baumgartner,Coulthard,1
Baumgartner,Villeneuve,1
Coulthard,Villeneuve,1
Webber,Heidfeld,1
Villeneuve,Coulthard,1
Villeneuve,Baumgartner,1
Alonso,Fisichella,1
Alonso,Glock,1
Alonso,Heidfeld,1
Montoya,Glock,1
Raikkonen,Glock,1
R.Schumacher,Glock,1
Villeneuve,Bruni,1
Villeneuve,Trulli,1
R.Schumacher,Heidfeld,1
Massa,Coulthard,1
Schumacher,Massa,1
Trulli,Zonta,1
Klien,Glock,1
R.Schumacher,Alonso,1
R.Schumacher,Sato,1
