Overtaker,Overtakee,Weight
Raikkonen,Hamilton,1
Webber,Piquet,3
Kovalainen,Heidfeld,2
Sutil,Button,4
Sutil,Coulthard,1
Heidfeld,Piquet,1
Coulthard,Trulli,1
Kovalainen,Hamilton,1
Button,Trulli,1
Nakajima,Trulli,3
Sutil,Trulli,1
Barrichello,Coulthard,1
Webber,Glock,2
Hamilton,Raikkonen,2
Coulthard,Sutil,1
Rosberg,Sutil,1
Heidfeld,Bourdais,1
Heidfeld,Vettel,1
Alonso,Vettel,1
Kubica,Bourdais,2
Heidfeld,Kubica,1
Alonso,Kubica,1
Alonso,Bourdais,1
Alonso,Glock,1
Fisichella,Coulthard,1
Raikkonen,Coulthard,2
Hamilton,Coulthard,2
Nakajima,Sutil,1
Nakajima,Button,1
Raikkonen,Fisichella,1
Hamilton,Heidfeld,1
Hamilton,Kubica,1
Glock,Kubica,1
Hamilton,Trulli,3
Raikkonen,Heidfeld,1
Raikkonen,Glock,1
Trulli,Kubica,1
Nakajima,Raikkonen,1
Webber,Hamilton,1
Hamilton,Webber,1
Piquet,Coulthard,1
Raikkonen,Nakajima,1
Glock,Nakajima,1
Button,Coulthard,1
Raikkonen,Piquet,1
Glock,Coulthard,2
Coulthard,Glock,1
Rosberg,Trulli,1
Alonso,Trulli,1
Glock,Vettel,1
Kubica,Massa,1
Kubica,Fisichella,2
Bourdais,Fisichella,1
Vettel,Button,1
Webber,Heidfeld,2
Heidfeld,Webber,2
Heidfeld,Button,1
Fisichella,Button,1
Rosberg,Barrichello,3
Barrichello,Rosberg,1
Hamilton,Button,1
Hamilton,Barrichello,1
Massa,Heidfeld,1
Bourdais,Nakajima,1
Piquet,Webber,1
Rosberg,Glock,1
Bourdais,Coulthard,1
Rosberg,Coulthard,1
Button,Rosberg,1
Glock,Bourdais,1
Alonso,Fisichella,1
Trulli,Bourdais,1
Kovalainen,Trulli,2
Bourdais,Barrichello,1
Kubica,Barrichello,1
Vettel,Hamilton,1
Kubica,Button,1
Kubica,Rosberg,1
