Overtaker,Overtakee,Weight
Alonso,Magnussen,2
Ricciardo,Kvyat,2
Bottas,Hulkenberg,1
Ricciardo,Grosjean,2
Verstappen,Hulkenberg,2
Ricciardo,Vandoorne,1
Stroll,Kvyat,1
Massa,Wehrlein,3
Massa,Ericsson,2
Ricciardo,Ocon,2
Ricciardo,Perez,3
Magnussen,Stroll,1
Bottas,Vettel,1
Kvyat,Stroll,1
Stroll,Di Resta,1
Alonso,Sainz,1
Ocon,Palmer,2
Kvyat,Hulkenberg,2
Alonso,Hulkenberg,1
Sainz,Stroll,2
Perez,Magnussen,2
Grosjean,Magnussen,3
Massa,Palmer,1
Hamilton,Raikkonen,1
Massa,Alonso,2
Massa,Vandoorne,2
Raikkonen,Perez,2
Raikkonen,Ocon,3
Raikkonen,Hulkenberg,3
Ricciardo,Bottas,2
Raikkonen,Bottas,2
Palmer,Kvyat,1
Kvyat,Perez,1
Palmer,Perez,1
Verstappen,Grosjean,3
Magnussen,Wehrlein,4
Hulkenberg,Ericsson,2
Raikkonen,Vandoorne,1
Verstappen,Alonso,2
Ricciardo,Raikkonen,1
Verstappen,Sainz,2
Verstappen,Kvyat,2
Verstappen,Magnussen,1
Palmer,Bottas,1
Sainz,Ocon,1
Vandoorne,Stroll,4
Palmer,Ricciardo,1
Sainz,Perez,2
Massa,Magnussen,2
Verstappen,Hamilton,1
Vandoorne,Massa,1
Gasly,Ericsson,1
Gasly,Wehrlein,2
Palmer,Magnussen,1
Grosjean,Gasly,2
Raikkonen,Palmer,1
Raikkonen,Gasly,1
Raikkonen,Magnussen,1
Hulkenberg,Gasly,2
Hartley,Wehrlein,1
Verstappen,Perez,2
Verstappen,Massa,1
Verstappen,Ocon,2
Stroll,Hartley,2
Hamilton,Verstappen,2
Sainz,Vandoorne,1
Kvyat,Vandoorne,1
Vandoorne,Hartley,1
Vandoorne,Magnussen,1
Massa,Grosjean,2
Hartley,Magnussen,1
Hartley,Ericsson,2
Massa,Kvyat,1
Vandoorne,Grosjean,1
Hartley,Grosjean,2
Alonso,Grosjean,1
Vettel,Massa,1
Vettel,Gasly,1
Vettel,Hartley,1
Hamilton,Wehrlein,2
Gasly,Grosjean,2
Hamilton,Gasly,2
Hamilton,Ericsson,2
Hamilton,Vandoorne,1
Hamilton,Massa,2
Hamilton,Hartley,1
Hamilton,Stroll,1
Ricciardo,Hartley,1
Hamilton,Hulkenberg,1
Ricciardo,Gasly,1
Sainz,Gasly,1
Gasly,Stroll,1
Grosjean,Stroll,2
Magnussen,Hartley,1
Hulkenberg,Grosjean,1
Perez,Grosjean,1
Wehrlein,Magnussen,1
