Overtaker,Overtakee,Weight
Sutil,Ricciardo,1
Perez,Button,5
Maldonado,Massa,1
Hamilton,Webber,5
Sutil,Bottas,8
Grosjean,Di Resta,1
Webber,Hamilton,5
Perez,Alonso,1
Sutil,Massa,2
Perez,Webber,1
Bottas,Massa,1
Hulkenberg,Vergne,3
Van Der Garde,Bottas,3
Hulkenberg,Chilton,2
Maldonado,Chilton,6
Massa,Button,5
Di Resta,Hamilton,3
Button,Chilton,5
Raikkonen,Rosberg,2
Ricciardo,Hamilton,2
Gutierrez,Vergne,7
Ricciardo,Di Resta,3
Maldonado,Sutil,1
Gutierrez,Hamilton,2
Button,Hamilton,3
Sutil,Chilton,4
Maldonado,Hamilton,1
Sutil,Pic,4
Di Resta,Button,4
Hamilton,Maldonado,2
Raikkonen,Vettel,1
Alonso,Raikkonen,3
Webber,Rosberg,4
Sutil,Maldonado,2
Hulkenberg,Bianchi,3
Perez,Ricciardo,2
Hulkenberg,Bottas,9
Di Resta,Chilton,4
Di Resta,Massa,1
Di Resta,Gutierrez,3
Sutil,Button,2
Sutil,Alonso,1
Button,Alonso,1
Gutierrez,Van Der Garde,5
Raikkonen,Van Der Garde,2
Raikkonen,Chilton,3
Raikkonen,Gutierrez,5
Massa,Sutil,3
Grosjean,Van Der Garde,1
Di Resta,Maldonado,7
Massa,Gutierrez,5
Vergne,Raikkonen,1
Gutierrez,Bianchi,4
Bottas,Button,2
Alonso,Webber,2
Alonso,Grosjean,3
Bianchi,Chilton,2
Grosjean,Raikkonen,2
Raikkonen,Grosjean,4
Hulkenberg,Gutierrez,2
Massa,Van Der Garde,3
Massa,Pic,2
Massa,Bianchi,2
Massa,Chilton,2
Hamilton,Gutierrez,3
Bottas,Vergne,4
Hulkenberg,Pic,1
Webber,Grosjean,3
Ricciardo,Massa,1
Perez,Massa,2
Di Resta,Hulkenberg,2
Grosjean,Massa,2
Hamilton,Grosjean,3
Bottas,Pic,4
Gutierrez,Pic,3
Webber,Raikkonen,2
Maldonado,Button,1
Hamilton,Raikkonen,3
Maldonado,Grosjean,1
Rosberg,Gutierrez,3
Webber,Van Der Garde,1
Perez,Maldonado,6
Hamilton,Hulkenberg,4
Rosberg,Sutil,3
Rosberg,Ricciardo,4
Rosberg,Di Resta,2
Van Der Garde,Bianchi,5
Raikkonen,Massa,1
Hulkenberg,Van Der Garde,1
Massa,Di Resta,2
Rosberg,Grosjean,1
Di Resta,Perez,1
Perez,Di Resta,2
Sutil,Perez,2
Sutil,Di Resta,1
Gutierrez,Sutil,1
Vergne,Hulkenberg,1
Grosjean,Sutil,4
Chilton,Bianchi,1
Vergne,Hamilton,1
Raikkonen,Bianchi,1
Raikkonen,Pic,1
Sutil,Vergne,3
Van Der Garde,Pic,3
Maldonado,Vergne,3
Maldonado,Gutierrez,2
Raikkonen,Alonso,1
Button,Bianchi,1
Rosberg,Vergne,2
Hulkenberg,Hamilton,2
Hamilton,Alonso,1
Alonso,Massa,1
Ricciardo,Sutil,2
Button,Sutil,2
Button,Di Resta,1
Vergne,Sutil,1
Vettel,Chilton,1
Vettel,Bianchi,1
Vettel,Gutierrez,1
Button,Vergne,4
Vergne,Button,1
Alonso,Chilton,1
Vettel,Ricciardo,1
Gutierrez,Alonso,1
Perez,Hamilton,2
Perez,Sutil,3
Rosberg,Raikkonen,1
Pic,Bottas,1
Sutil,Grosjean,1
Button,Van Der Garde,1
Sutil,Hamilton,1
Hulkenberg,Alonso,1
Maldonado,Hulkenberg,1
Kovalainen,Di Resta,1
Di Resta,Kovalainen,3
Rosberg,Kovalainen,1
Kovalainen,Maldonado,1
Perez,Kovalainen,1
Maldonado,Kovalainen,1
Maldonado,Di Resta,1
Kovalainen,Bianchi,1
Kovalainen,Bottas,1
Kovalainen,Vergne,1
Kovalainen,Pic,1
Kovalainen,Van Der Garde,1
Gutierrez,Kovalainen,2
Sutil,Kovalainen,1
