Overtaker,Overtakee,Weight
Massa,Ericsson,3
Sainz,Alonso,6
Vettel,Button,3
Vettel,Stevens,2
Vettel,Merhi,1
Verstappen,Alonso,6
Vettel,Verstappen,3
Vettel,Ericsson,2
Vettel,Maldonado,2
Perez,Verstappen,2
Grosjean,Massa,1
Vettel,Hulkenberg,2
Sainz,Ricciardo,3
Grosjean,Perez,4
Perez,Grosjean,3
Ricciardo,Merhi,1
Kvyat,Merhi,1
Ericsson,Merhi,4
Bottas,Hulkenberg,2
Bottas,Maldonado,4
Nasr,Kvyat,1
Ricciardo,Nasr,2
Bottas,Hamilton,2
Perez,Vettel,1
Alonso,Merhi,3
Alonso,Stevens,4
Vettel,Perez,3
Kvyat,Ericsson,4
Hulkenberg,Ericsson,3
Vettel,Raikkonen,2
Rosberg,Bottas,2
Perez,Raikkonen,1
Hamilton,Massa,2
Vettel,Kvyat,3
Hulkenberg,Kvyat,2
Ericsson,Maldonado,2
Ricciardo,Bottas,1
Kvyat,Maldonado,3
Verstappen,Maldonado,3
Alonso,Maldonado,3
Ericsson,Massa,1
Hamilton,Ricciardo,2
Ricciardo,Hamilton,2
Kvyat,Hamilton,1
Kvyat,Bottas,2
Alonso,Button,1
Alonso,Sainz,2
Button,Sainz,2
Hamilton,Nasr,1
Hamilton,Ericsson,1
Hamilton,Button,1
Rosberg,Ericsson,1
Rosberg,Button,1
Vettel,Bottas,1
Nasr,Button,6
Grosjean,Bottas,3
Nasr,Stevens,5
Grosjean,Ricciardo,1
Bottas,Ericsson,1
Alonso,Ericsson,1
Kvyat,Raikkonen,1
Kvyat,Stevens,4
Raikkonen,Ricciardo,1
Ricciardo,Button,3
Kvyat,Button,3
Verstappen,Button,3
Sainz,Nasr,2
Raikkonen,Hulkenberg,2
Grosjean,Alonso,2
Sainz,Rossi,1
Verstappen,Rossi,2
Verstappen,Grosjean,1
Nasr,Maldonado,1
Perez,Rossi,1
Perez,Stevens,1
Kvyat,Rossi,1
Nasr,Rossi,5
Grosjean,Ericsson,1
Ericsson,Nasr,1
Ricciardo,Rossi,3
Ricciardo,Stevens,2
Kvyat,Nasr,1
Raikkonen,Grosjean,2
Massa,Rossi,1
Perez,Ericsson,2
Bottas,Raikkonen,1
Grosjean,Merhi,1
Grosjean,Stevens,1
Massa,Button,4
Perez,Maldonado,1
Alonso,Nasr,1
Alonso,Bottas,1
Rossi,Bottas,1
Rosberg,Kvyat,1
Rossi,Grosjean,1
Nasr,Grosjean,2
Ricciardo,Rosberg,1
Sainz,Raikkonen,1
Verstappen,Vettel,1
Rosberg,Hamilton,1
Rossi,Nasr,1
Hamilton,Kvyat,1
Hulkenberg,Perez,1
Vettel,Ricciardo,3
Ricciardo,Vettel,1
Rosberg,Verstappen,1
Button,Ricciardo,1
Nasr,Ricciardo,1
Raikkonen,Rossi,1
Button,Rossi,2
Bottas,Button,1
Vettel,Rossi,1
Maldonado,Rossi,1
Ericsson,Rossi,2
Ericsson,Stevens,2
Stevens,Rossi,2
Ricciardo,Massa,1
Rossi,Stevens,1
Hulkenberg,Maldonado,1
Bottas,Merhi,1
Hamilton,Vettel,1
Bottas,Stevens,1
Sainz,Ericsson,2
Button,Grosjean,1
Hulkenberg,Nasr,1
Button,Ericsson,1
