Overtaker,Overtakee,Weight
Gasly,Hulkenberg,4
Sainz,Norris,3
Grosjean,Hulkenberg,2
Leclerc,Verstappen,6
Gasly,Stroll,4
Grosjean,Albon,1
Giovinazzi,Hulkenberg,2
Perez,Grosjean,6
Norris,Grosjean,5
Ricciardo,Russell,5
Sainz,Grosjean,7
Hulkenberg,Russell,4
Kvyat,Grosjean,12
Ricciardo,Raikkonen,3
Stroll,Raikkonen,2
Hulkenberg,Grosjean,6
Giovinazzi,Grosjean,8
Albon,Grosjean,6
Albon,Hulkenberg,5
Hamilton,Leclerc,2
Leclerc,Gasly,5
Hulkenberg,Norris,3
Vettel,Albon,4
Ricciardo,Sainz,1
Kvyat,Raikkonen,6
Magnussen,Norris,1
Sainz,Ricciardo,4
Magnussen,Hulkenberg,3
Kvyat,Hulkenberg,5
Vettel,Gasly,5
Magnussen,Grosjean,8
Ricciardo,Hulkenberg,7
Raikkonen,Perez,1
Leclerc,Grosjean,3
Verstappen,Norris,5
Stroll,Perez,1
Ricciardo,Giovinazzi,8
Sainz,Magnussen,7
Ricciardo,Stroll,5
Verstappen,Hulkenberg,3
Stroll,Sainz,1
Kvyat,Sainz,2
Vettel,Sainz,3
Ricciardo,Gasly,3
Norris,Kvyat,4
Giovinazzi,Albon,2
Ricciardo,Grosjean,3
Kvyat,Albon,3
Russell,Kvyat,1
Vettel,Raikkonen,2
Magnussen,Sainz,1
Magnussen,Albon,2
Stroll,Grosjean,4
Sainz,Stroll,3
Sainz,Hulkenberg,4
Sainz,Perez,2
Sainz,Raikkonen,2
Verstappen,Leclerc,6
Bottas,Hamilton,3
Perez,Raikkonen,3
Gasly,Vettel,2
Ricciardo,Norris,3
Kvyat,Stroll,5
Stroll,Kubica,7
Ricciardo,Albon,1
Vettel,Kubica,2
Hulkenberg,Albon,2
Magnussen,Perez,3
Giovinazzi,Ricciardo,2
Bottas,Magnussen,3
Verstappen,Magnussen,2
Leclerc,Stroll,3
Hulkenberg,Stroll,6
Raikkonen,Norris,2
Vettel,Russell,3
Leclerc,Magnussen,3
Raikkonen,Stroll,1
Vettel,Stroll,3
Albon,Norris,4
Albon,Stroll,3
Gasly,Kubica,5
Vettel,Magnussen,2
Gasly,Kvyat,2
Sainz,Gasly,2
Grosjean,Magnussen,4
Hamilton,Albon,3
Bottas,Hulkenberg,2
Hamilton,Hulkenberg,2
Albon,Hamilton,1
Sainz,Albon,3
Vettel,Giovinazzi,2
Verstappen,Russell,3
Magnussen,Gasly,1
Verstappen,Stroll,2
Grosjean,Raikkonen,1
Hamilton,Russell,1
Hamilton,Kubica,1
Vettel,Kvyat,1
Bottas,Kubica,1
Bottas,Giovinazzi,3
Bottas,Stroll,2
Bottas,Russell,1
Bottas,Albon,2
Bottas,Kvyat,1
Bottas,Perez,2
Bottas,Norris,2
Albon,Perez,5
Hulkenberg,Kvyat,3
Hamilton,Verstappen,1
Magnussen,Kvyat,2
Perez,Ricciardo,2
Kvyat,Ricciardo,2
Albon,Ricciardo,5
Giovinazzi,Gasly,1
Magnussen,Ricciardo,1
Grosjean,Ricciardo,2
Albon,Sainz,5
Perez,Kubica,2
Verstappen,Kubica,2
Verstappen,Gasly,4
Leclerc,Hulkenberg,3
Vettel,Grosjean,1
Leclerc,Giovinazzi,3
Hamilton,Giovinazzi,1
Giovinazzi,Kvyat,1
Giovinazzi,Raikkonen,1
Kubica,Magnussen,1
Bottas,Sainz,2
Verstappen,Sainz,3
Perez,Norris,2
Leclerc,Kubica,1
Leclerc,Russell,1
Leclerc,Raikkonen,2
Gasly,Norris,1
Stroll,Norris,1
Perez,Stroll,1
Perez,Hulkenberg,2
Hamilton,Sainz,1
Perez,Gasly,1
Kubica,Sainz,1
Verstappen,Grosjean,1
Kvyat,Perez,2
Sainz,Verstappen,1
Hulkenberg,Sainz,2
Gasly,Sainz,1
Verstappen,Kvyat,1
Ricciardo,Vettel,1
Norris,Hulkenberg,1
Norris,Sainz,1
Verstappen,Hamilton,2
Grosjean,Gasly,1
Albon,Vettel,1
Magnussen,Stroll,1
Hamilton,Gasly,1
Giovinazzi,Stroll,1
Bottas,Raikkonen,1
Vettel,Perez,1
