Overtaker,Overtakee,Weight
Fisichella,Webber,1
Fisichella,Kubica,1
De La Rosa,Klien,1
Barrichello,Albers,1
R.Schumacher,Klien,1
Speed,Kubica,2
Webber,Barrichello,1
Webber,Kubica,2
Webber,Coulthard,2
R.Schumacher,Liuzzi,1
Monteiro,Yamamoto,2
Sato,Yamamoto,1
Button,Alonso,1
Speed,Coulthard,2
Heidfeld,Fisichella,1
Liuzzi,R.Schumacher,1
Schumacher,Barrichello,3
Kubica,Coulthard,1
Doornbos,Albers,2
Webber,Liuzzi,1
Coulthard,Rosberg,1
Doornbos,Monteiro,1
Massa,Rosberg,1
Doornbos,Sato,2
Raikkonen,Fisichella,1
Webber,Speed,1
Doornbos,Yamamoto,1
Kubica,Button,1
Kubica,De La Rosa,1
Doornbos,Liuzzi,1
Kubica,Barrichello,1
Monteiro,Rosberg,1
Massa,De La Rosa,1
Trulli,Kubica,1
Doornbos,Kubica,1
Sato,Trulli,1
Fisichella,Alonso,2
Monteiro,Trulli,1
Schumacher,Alonso,1
Massa,Webber,1
Monteiro,Speed,1
Button,De La Rosa,2
Schumacher,Fisichella,2
R.Schumacher,Doornbos,1
Fisichella,Button,1
Barrichello,Yamamoto,1
Barrichello,Sato,1
Alonso,R.Schumacher,1
Barrichello,Monteiro,1
Button,R.Schumacher,1
Button,Kubica,1
Speed,Liuzzi,1
Schumacher,Monteiro,1
Heidfeld,Liuzzi,1
Schumacher,Doornbos,1
Schumacher,Kubica,2
Kubica,Schumacher,1
Doornbos,Heidfeld,1
Yamamoto,Monteiro,1
